canonical_name,total_mentions,document_count,tiers_present,profiles_present,parent_headers
"If physical therapy, occupational therapy or speech language therapy and cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for physical therapy and occupational therapy and the 30-visit maximum for speech language therapy described on pages 73, 86 and 121.",2,2,2,ppo_medical,Home Health Care Services
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for occupational therapy and physical therapy and the 30-visit maximum for speech language therapy described on pages 71, 83 and 117.",2,2,2,ppo_medical,Home Health Care Services
"Physical therapy (Page 83), speech language therapy (Page 117) or occupational therapy (Page 71) when medically necessary",2,2,2,ppo_medical,Skilled Nursing Facility Services
"A primary care physician office, home, virtual or outpatient visit",2,2,2,ppo_medical,BCBSM PPO In-Network Providers
The birth parent is not covered under this certificate on the newborn’s date of birth,2,2,2,ppo_medical,Maternity Care
The newborn is eligible for coverage as a dependent under a BCBSM or other health care benefit plan and has been added as a dependent to that plan.,2,2,2,ppo_medical,Maternity Care
The subscriber directs BCBSM not to cover the newborn’s services,2,2,2,ppo_medical,Maternity Care
Services provided to the newborn occur after the 48 or 96 hours,2,2,2,ppo_medical,Maternity Care
Immunizations. We pay for vaccines against infection during the first 24 months after a transplant as recommended by the Advisory Committee on Immunization Practices (ACIP).,2,2,2,ppo_medical,Oncology Clinical Trials
deductible and coinsurance. It can be done by an in-network or out-of-network provider.,2,2,2,ppo_medical,Preventive Care Services
BlueCard Worldwide Program,2,2,3,ppo_medical,
Medically necessary services professional and facility services for the treatment of gender dysphoria.,2,2,2,ppo_medical,Gender Affirming Services
"If services in a member’s home are billed by a professional provider or independent physical therapist, they will count toward the physical therapy benefit maximum.",2,2,2,ppo_medical,Home Health Care Services
Correction of deformities present at birth. Congenital deformities of the teeth are not covered.,2,2,2,ppo_medical,Surgery
Correction of deformities resulting from cancer surgery including reconstructive surgery after a mastectomy,2,2,2,ppo_medical,Surgery
"Conditions caused by accidental injuries, and",2,2,2,ppo_medical,Surgery
Traumatic scars,2,2,2,ppo_medical,Surgery
Multiple extractions or removal of unerupted teeth or alveoloplasty when,2,2,2,ppo_medical,Surgery
"A hospitalized member has a dental condition that is adversely affecting a medical condition, and",2,2,2,ppo_medical,Surgery
Treatment of the dental condition is expected to improve the medical condition (see for examples),2,2,2,ppo_medical,Surgery
"Surgery and treatment related to the treatment of temporomandibular joint (jaw joint) dysfunction (TMJ), see",2,2,2,ppo_medical,Surgery
Ambulatory Infusion Center,2,2,3,ppo_medical,
Medical records must confirm the need for the dental services above.,2,2,2,ppo_medical,Dental Services
The consultation will be paid for if the surgery you plan to have is covered under this certificate and will be done in a covered location (see above).,2,2,2,ppo_medical,Surgery
You are limited to three presurgical consultations for each surgical diagnosis. The three consultations consist of a,2,2,2,ppo_medical,Surgery
"Technical surgical assistance (TSA ): In some cases, a surgeon will need another physician to give them technical assistance. We pay the approved amount for TSA, according to our guidelines.",2,2,2,ppo_medical,Surgery
A licensed psychologist,2,2,2,ppo_medical,Autism Spectrum Disorders
Dental injury,2,1,3,ppo_medical,Contraceptive Services
Requirements,2,2,3,ppo_medical,
Changes in Your Certificate,2,2,3,vision,
Cosmetic Lenses/Processes,2,2,3,vision,Contact Lenses
Medical Necessity,2,2,3,vision,
Medically Unnecessary Services,2,2,3,vision,
Medical-Surgical Treatment,2,2,3,vision,Contact Lenses
Medicare,2,2,3,vision,
Notification,2,2,3,vision,
Benefit Maximums,2,2,3,ppo_medical,Autism Spectrum Disorders
Autologous,2,2,3,ppo_medical,Transplant Services
"Mental health and substance use disorder visits (office, virtual or online visits)",2,2,2,"csr_rider,ppo_medical",BCBSM PPO In-Network Providers | Copayment Requirements
Class I – Diagnostic and Preventive Services,2,2,1,dental,
Oral examinations/evaluations,2,2,2,dental,Class I – Diagnostic and Preventive Services
Prophylaxes,2,2,2,dental,Class I – Diagnostic and Preventive Services
Bitewing radiographs (X-rays) and individual periapical films,2,2,2,dental,Class I – Diagnostic and Preventive Services
Oral brush biopsy sample collection,2,2,2,dental,Class I – Diagnostic and Preventive Services
Other diagnostic and preventive services,2,2,2,dental,Class II – Basic Services
Space maintainers,2,2,2,dental,Class II – Basic Services
Full-mouth and panoramic radiographs (X ‐ rays),2,2,2,dental,Class II – Basic Services
Minor restorative services,2,2,2,dental,Class II – Basic Services
Amalgam and resin based composite fillings and fillings of similar materials,2,2,2,dental,Class II – Basic Services
"Recementation or repair of posts, crowns, veneers, inlays and onlays",2,2,2,dental,Class II – Basic Services
Simple extractions,2,2,2,dental,Class II – Basic Services
Non-surgical endodontic services,2,2,2,dental,Class II – Basic Services
Root canal treatments on permanent teeth and on primary teeth without permanent successors,2,2,2,dental,Class II – Basic Services
Therapeutic pulpotomies or pulpal debridement,2,2,2,dental,Class II – Basic Services
Vital pulpotomies on primary teeth,2,2,2,dental,Class II – Basic Services
Non-surgical periodontic services,2,2,2,dental,Class II – Basic Services
Periodontal maintenance following periodontal scaling and root planing or surgical periodontal treatment,2,2,2,dental,Class II – Basic Services
"General anesthesia or IV sedation in connection with oral surgery, when medically or dentally necessary as determined by BCBSM. To be considered necessary, one of the following criteria must be met",2,2,2,dental,Class II – Basic Services
Significant cellulitis or swelling and the associated inability to open the mouth fully does not allow the use of local anesthesia at the site of the injection,2,2,2,dental,Class II – Basic Services
"Treatment is for bilateral alveolectomy, bilateral alveoloplasty, bilateral surgical exposures or bilateral tori",2,2,2,dental,Class II – Basic Services
Six or more teeth in various quadrants are removed on the same date of service,2,2,2,dental,Class II – Basic Services
Two or more impacted teeth are removed on the same date of service,2,2,2,dental,Class II – Basic Services
Four third molars are removed on the same date of service,2,2,2,dental,Class II – Basic Services
Patient is medically impaired or compromised,2,2,2,dental,Class II – Basic Services
Patient is allergic to local anesthesia,2,2,2,dental,Class II – Basic Services
Patient is younger than age seven,2,2,2,dental,Class II – Basic Services
Office visits after regularly scheduled hours,2,2,2,dental,Class II – Basic Services
Consultations by dentists not providing treatment,2,2,2,dental,Class II – Basic Services
Basic prosthodontic services,2,2,2,dental,Class II – Basic Services
"Adjustments, repairs, relines, rebases and tissue conditioning for prosthodontic appliances",2,2,2,dental,Class II – Basic Services
Recementation of fixed bridges,2,2,2,dental,Class II – Basic Services
"Onlays, crowns and veneers, but only when a tooth cannot be restored with materials such as amalgam or resin based composite fillings",2,2,2,dental,Class III – Major Services
"Substructures, including cores with or without pins and posts with cores or pins",2,2,2,dental,Class III – Major Services
Oral surgery services,2,2,2,dental,Class III – Major Services
Surgical and impacted tooth extractions and root removal,2,2,2,dental,Class III – Major Services
Surgical exposure and facilitation of eruption of unerupted teeth,2,2,2,dental,Class III – Major Services
Incision and drainage of cellulitis or fascial space abscesses of intraoral soft tissue,2,2,2,dental,Class III – Major Services
Alveoloplasty needed to prepare for a denture,2,2,2,dental,Class III – Major Services
Removal of exostoses (excess bony growths of the upper and lower jaw),2,2,2,dental,Class III – Major Services
Excision of hyperplastic tissue per arch,2,2,2,dental,Class III – Major Services
Frenulectomies,2,2,2,dental,Class III – Major Services
Surgical endodontic services,2,2,2,dental,Class III – Major Services
Apical surgeries on permanent teeth,2,2,2,dental,Class III – Major Services
Hemisections,2,2,2,dental,Class III – Major Services
Surgical periodontic services,2,2,2,dental,Class III – Major Services
Gingivectomies and gingivoplasties,2,2,2,dental,Class III – Major Services
Gingival flap procedures,2,2,2,dental,Class III – Major Services
Soft tissue grafts,2,2,2,dental,Class III – Major Services
Prosthodontic services,2,2,2,dental,Class III – Major Services
"Removable partial dentures and fixed partial dentures (bridges), including abutment crowns and pontics",2,2,2,dental,Class III – Major Services
"Porcelain, ceramic and cast metal retainers for resin-bonded bridges",2,2,2,dental,Class III – Major Services
Repairs of bridges,2,2,2,dental,Class III – Major Services
Stayplates to replace recently extracted permanent anterior (front) teeth,2,2,2,dental,Class III – Major Services
Abutment,2,2,3,dental,
Adjustments,2,2,3,dental,Class II – Basic Services
Amalgam Fillings,2,2,3,dental,Class I – Diagnostic and Preventive Services
Amount Billed,2,2,3,dental,
Bridges,2,2,3,dental,Class I – Diagnostic and Preventive Services
By Report,2,2,3,dental,
Choosing A Dentist,2,2,3,dental,
Composite Fillings,2,2,3,dental,Class I – Diagnostic and Preventive Services
Course of Treatment,2,2,3,dental,
Crowns,2,2,3,dental,Class I – Diagnostic and Preventive Services
Deductible Requirements,2,2,3,dental,
Dentally Appropriate,2,2,3,dental,
Dentally Necessary,2,2,3,dental,
Dentist,2,2,3,dental,
Dentist of Choice,2,2,3,dental,
Diagnostic Tests,2,2,3,dental,Class I – Diagnostic and Preventive Services
Endodontic Services,2,2,3,dental,Class II – Basic Services
Explanation of Benefits (EOB),2,2,3,dental,
Filing Claims,2,2,3,dental,
General Anesthesia,2,2,3,dental,Class II – Basic Services
Hygienist,2,2,3,dental,
Inlays,2,2,3,dental,Class I – Diagnostic and Preventive Services
IV Sedation,2,2,3,dental,Class II – Basic Services
House and hospital calls,2,1,"2,3",dental,Class II – Basic Services
Antibiotic injections,2,1,"2,3",dental,Class II – Basic Services
$150 allowance for frames or elective contact lenses,1,1,2,vision,Frequency
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for occupational therapy and physical therapy and the 30-visit maximum for speech language therapy described on pages 71, 83 and 116.",1,1,2,ppo_medical,Home Health Care Services
"The service must be provided in a vehicle licensed as a ground or air ambulance, and which is part of a licensed ambulance operation.",1,1,2,ppo_medical,Ambulance Services
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for physical therapy and occupational therapy and the 30-visit maximum for speech language therapy services described on pages 69, 81 and",1,1,2,ppo_medical,Home Health Care Services
Short-term general inpatient care when the member is admitted for pain control or to manage symptoms,1,1,2,ppo_medical,Hospice Care Services
"Physical therapy, speech language therapy services and occupational therapy when provided to control symptoms and maintain a member’s daily activities and basic functional skills",1,1,2,ppo_medical,Hospice Care Services
Services received from a nonparticipating hospital or nonparticipating,1,1,2,ppo_medical,Occupational Therapy
Services that are not medically necessary (see Section 7 for the definition of “medically necessary” 76 SECTION 3: WHAT BCBSM PAYS FOR,1,1,2,ppo_medical,Oncology Clinical Trials
Any drug or device prescribed for uses or in dosages other than those specifically approved by the Food and Drug Administration. This is often referred to as the off-label use of a drug or device.,1,1,2,ppo_medical,Prescription Drugs
Specialty Pharmaceuticals: We pay for approved specialty drugs when,1,1,2,ppo_medical,Prescription Drugs
"Physical therapy (Page 81), speech language therapy (Page 113) or occupational therapy (Page 69) when medically necessary",1,1,2,ppo_medical,Skilled Nursing Facility Services
Therapy billed as an habilitative service when it does not meet the definition of rehabilitative service in this certificate,1,1,2,ppo_medical,Speech Language Therapy
Accedited Hospital,1,1,3,ppo_medical,
BlueCard - Travel,1,1,3,ppo_medical,
Chemotherapy Prior Authorization,1,1,3,ppo_medical,Prescription Drugs
Chemotherapy Specialty Pharmaceuticals,1,1,3,ppo_medical,Prescription Drugs
"diagnostic laboratory and pathology services in an outpatient hospital, independent laboratory, or physician’s office",1,1,2,ppo_medical,BCBSM PPO In-Network Providers
"diagnostic laboratory and pathology services an outpatient hospital, independent laboratory or physician ’ s office.",1,1,2,ppo_medical,BCBSM PPO In-Network Providers
"Interdisciplinary Evaluation – An interdisciplinary evaluation must occur before a member will be approved for ABA treatment. The interdisciplinary team must include, but is not limited to, a physician, behavior health specialist, and a speech language specialist. A BCBS-approved autism evaluation center can perform this evaluation and",1,1,2,ppo_medical,Autism Spectrum Disorders
Prior Authorization – Autism spectrum disorder services must be authorized by,1,1,2,ppo_medical,Autism Spectrum Disorders
Autism spectrum disorder services (including ABA) when performed by a participation LBA or other provider acting within their scope of practice.,1,1,2,ppo_medical,Autism Spectrum Disorders
"Services provided by a qualified provider, including but not limited to physician, fully licensed psychologist, certified nurse practitioner, clinical nurse specialist-certified, clinical licensed master’s social worker, licensed professional counselor, limited licensed psychologists, or licensed marriage and family therapist, or other professional provider as determined by BCBSM",1,1,2,ppo_medical,Behavioral Health Services (Mental Health and Substance Use Disorder)
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for physical therapy and occupational therapy and the 30-visit maximum for speech language therapy services described on pages 75, 87 and 124.",1,1,2,ppo_medical,Home Health Care Services
"Physical therapy, speech language therapy services, and occupational therapy when provided to control symptoms and maintain the member’s daily activities and basic functional skills",1,1,2,ppo_medical,Hospice Care Services
More than a 30-day supply of covered drugs within 60 days of the end of the plan year,1,1,2,ppo_medical,Prescription Drugs
"Any drug or device prescribed for uses or in dosages other than those specifically approved by the Food and Drug Administration. This is often referred to as the off-label use of a drug or device. (However, we will pay for such drugs and the reasonable cost of supplies needed to administer them, if the prescriber can substantiate that the drug is recognized for treatment of the co ndition for which it was prescribed. See criteria under “Covered Drug” in the “Definition” section)",1,1,2,ppo_medical,Prescription Drugs
"If an in-network provider does a covered preventive test, and a Michigan out-of-network provider reads and interprets the test results, we will pay the claim from the Michigan out-of-network provider as if it were an in-network claim. You will not have to pay your out-of-network cost",1,1,2,ppo_medical,Preventive Care Services
"Physical therapy (Page 87), speech language therapy (Page 124) or occupational therapy (Page 75) when medically necessary",1,1,2,ppo_medical,Skilled Nursing Facility Services
Prescribed by a professional provider licensed to prescribe speech language therapy services.,1,1,2,ppo_medical,Speech Language Therapy
"Given for a condition that can be significantly improved in a reasonable and generally predictable period of time (usually about six months), or to optimize the developmental potential of the member and/or maintain the member ’s level of functioning",1,1,2,ppo_medical,Speech Language Therapy
Given by,1,1,2,ppo_medical,Speech Language Therapy
A speech language pathologist certified by the American Speech-Language-Hearing,1,1,2,ppo_medical,Speech Language Therapy
Autism Spectrum Disorders - Benefit Maximums,1,1,3,ppo_medical,Autism Spectrum Disorders
Autism Spectrum Disorders- Covered Services,1,1,3,ppo_medical,Audiologist Services
Anesthesia services may also be covered as part of electroconvulsive therapy (ECT) (see Page 69) and for covered dental services (see 24 SECTION 3: WHAT BCBSM PAYS FOR ` BLUE CROSS ® PREMIER PPO VALUE,1,1,2,ppo_medical,Anesthesiology Services
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for physical therapy and occupational therapy and the 30-visit maximum for speech language therapy services described on Pages 71, 83 and 117.",1,1,2,ppo_medical,Home Health Care Services
"Physical therapy, speech language therapy, and occupational therapy services when provided to control symptoms and maintain the member’s daily activities and basic functional skills",1,1,2,ppo_medical,Hospice Care Services
"Services of a freestanding facility provided to you while you are an inpatient in a hospital, skilled nursing facility or residential substance abuse treatment program",1,1,2,ppo_medical,Occupational Therapy
"One routine screening colonoscopy once per member per calendar year, when performed by an in- network provider. This service is not subject to any deductible, coinsurance or copayment requirements.",1,1,2,ppo_medical,Preventive Care Services
The consultation will be paid for if the surgery you plan to have is covered under this certificate and will be done in a covered location (see above). Consultations consist of a,1,1,2,ppo_medical,Surgery
"Technical surgical assistance (TSA): In some cases, a surgeon will need another physician to give them technical assistance. We pay the approved amount for TSA, according to our guidelines. The surgery can be done in a",1,1,2,ppo_medical,Surgery
"We pay for facility services in a participating ambulatory surgery center. You must be under the care of a licensed doctor of medicine, osteopathy, podiatry or oral surgery. The services must be directly related to the covered surgery.",1,1,2,ppo_medical,Surgery
Coverage Requirements,1,1,3,ppo_medical,Autism Spectrum Disorders
Limitations and Exclusions,1,1,3,ppo_medical,Autism Spectrum Disorders
Procedures that are payable in the circumstances explained above include,1,1,2,ppo_medical,Dental Services
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for physical therapy and occupational therapy and the 30-visit maximum for speech language therapy described on Pages 71, 84 and 119.",1,1,2,ppo_medical,Home Health Care Services
Visits through age 18 as follows,1,1,2,ppo_medical,Preventive Care Services
"The following services once per member, per calendar year, when performed as routine screening",1,1,2,ppo_medical,Preventive Care Services
Hospital and physician benefits for colonoscopy services are payable at 100% of the BCBSM approved amount as follows,1,1,2,ppo_medical,Preventive Care Services
"Physical therapy (Page 84), speech language therapy (Page 119) or occupational therapy (Page 71) when medically necessary",1,1,2,ppo_medical,Skilled Nursing Facility Services
"Treatment solely to improve cognition (e.g., memory or perception), concentration and/or attentiveness, organizational or problem-solving skills, academic skills, impulse control or other behaviors for which behavior modification is sought without speech language therapy treatment plan that guides and helps to monitor the provided therapy",1,1,2,ppo_medical,Speech Language Therapy
Anesthesia services may also be covered as part of electroconvulsive therapy (ECT) (see Page 71) and for covered dental services (see 26 SECTION 3: WHAT BCBSM PAYS FOR,1,1,2,ppo_medical,Anesthesiology Services
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for physical therapy and occupational therapy and the 30-visit maximum for speech language therapy described on Pages 73, 85 and 121.",1,1,2,ppo_medical,Home Health Care Services
"Other than those furnished by the hospice program. (Remember, the services covered are those provided primarily in connection with the condition causing the member’s terminal illness.)",1,1,2,ppo_medical,Hospice Care Services
"More than the combined 30 habilitative and the combined 30 rehabilitative outpatient visits for physical therapy and occupational therapy per member per calendar year (see above about combined benefit), whether obtained from an in-network or out-of-network provider.",1,1,2,ppo_medical,Physical Therapy
"Physical therapy (Page 85), speech language therapy (Page 121) or occupational therapy (Page 73) when medically necessary",1,1,2,ppo_medical,Skilled Nursing Facility Services
Bariatric surgery is limited to one per member per lifetime,1,1,2,ppo_medical,Surgery
Certified Nurse Anesthetist,1,1,3,ppo_medical,Ambulance Services
A virtual primary care visit,1,1,2,ppo_medical,BCBSM PPO In-Network Providers
Outpatient mental health,1,1,2,ppo_medical,Autism Spectrum Disorders
"Covered services include, but not limited to, the following",1,1,2,ppo_medical,Gender Affirming Services
"If physical therapy, occupational therapy or speech language therapy cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for occupational therapy and physical therapy and the 30-visit maximum for speech language therapy described on pages",1,1,2,ppo_medical,Home Health Care Services
"For a member with a BMI of 30 or above, we pay for 26 visits per member per calendar year. Visits can include nutritional counseling, such as dietician services, billed by professional provider recognized by BCBSM.",1,1,2,ppo_medical,Preventive Care Services
One pair of lenses every 12 months,1,1,2,vision,Frequency
Contact lenses every 12 months,1,1,2,vision,Frequency
$150 allowance for frames,1,1,2,vision,Frequency
$150 elective contact lenses,1,1,2,vision,Frequency
"Lenses must be equal in quality to the first-quality lens series made by American Optical,",1,1,2,vision,Lenses
The lens blank must meet Z80.1 or Z80.2 standards of the American National Standards,1,1,2,vision,Lenses
UV coating,1,1,2,vision,Lenses
$130 allowance for frames or elective contact lenses,1,1,2,vision,Frequency
Lein,1,1,3,vision,
Medically Appropriate,1,1,3,vision,
"To avoid out-of-network cost share, obtain your prescribed durable medical equipment, prosthetics, orthotics, and medical supplies from an in-network provider. Contact Customer Service to locate a provider in your network.",1,1,2,ppo_medical,Durable Medical Equipment
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for occupational therapy and physical therapy and the 30-visit maximum for speech language therapy described on",1,1,2,ppo_medical,Home Health Care Services
"Drugs required for infusion therapy. Since specialty pharmaceuticals may be used in infusion therapy, please see the P rior Authorization for Specialty Pharmaceuticals requirement described on",1,1,2,ppo_medical,Infusion Therapy
Prior Authorization for Specialty Pharmaceuticals,1,1,2,ppo_medical,Prescription Drugs
"Physical therapy (Page 91), speech language therapy (Page 125) or occupational therapy (Page 78) when medically necessary",1,1,2,ppo_medical,Skilled Nursing Facility Services
Allogeneic transplants and autologous transplants are covered to treat only certain,1,1,2,ppo_medical,Transplant Services
BCBSM-designated providers in Michigan,1,1,2,ppo_medical,Value Based Programs
Evaluation Center,1,1,3,ppo_medical,
"A physical therapy, occupational therapy or speech language therapy visit",1,1,2,ppo_medical,BCBSM PPO In-Network Providers
BCBSM PPO Out-of-Network Providers,1,1,1,ppo_medical,
Hospitals and Other Facilities,1,1,2,ppo_medical,BCBSM PPO Out-of-Network Providers
Physicians and Other Professional Providers,1,1,2,ppo_medical,BCBSM PPO Out-of-Network Providers
Anesthesia services may also be covered as part of electroconvulsive therapy (ECT) (see Page 75) and for covered dental services (see,1,1,2,ppo_medical,Anesthesiology Services
Services given when intensive monitoring and/or supervision during exercise is required. Services may be given in,1,1,2,ppo_medical,Cardiac Rehabilitation
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for physical therapy and occupational therapy and the 30-visit maximum for speech language therapy described on Pages 77, 91 and 127.",1,1,2,ppo_medical,Home Health Care Services
"Ostomy sets and accessories, catheterization equipment and urinary sets",1,1,2,ppo_medical,Medical Supplies
Diabetic supplies will be subject to your preferred brand-name drug and/or nonpreferred brand name drugs cost-share requirement.,1,1,2,ppo_medical,Prescription Drugs
Refills of prescriptions for covered drugs that exceed BCBSM’s limits,1,1,2,ppo_medical,Prescription Drugs
BCBSM does not cover refills that are dispensed before 75% of the time the prescription covers has elapsed.,1,1,2,ppo_medical,Prescription Drugs
BCBSM does not cover more refills than your prescription allows.,1,1,2,ppo_medical,Prescription Drugs
BCBSM does not cover more than a 30-day supply of covered drugs within 60 days of the end of the plan year.,1,1,2,ppo_medical,Prescription Drugs
"Physical therapy (Page 91), speech language therapy (Page 127) or occupational therapy (Page",1,1,2,ppo_medical,Skilled Nursing Facility Services
Blood tests on first degree relatives to evaluate them as donors Search of the National Bone,1,1,2,ppo_medical,Transplant Services
90-Day Retail Network Pharmacy,1,1,3,ppo_medical,
"If physical therapy, occupational therapy or speech language therapy and cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for physical therapy and occupational therapy and the 30-visit maximum for speech language therapy described on pages 73, 86 and 120.",1,1,2,ppo_medical,Home Health Care Services
"Physical therapy (Page 86), speech language therapy (Page 120) or occupational therapy (Page 73) when medically necessary",1,1,2,ppo_medical,Skilled Nursing Facility Services
BlueCard PPO Program,1,1,3,ppo_medical,
Periodontal scaling and root planing,1,1,2,dental,Class III – Major Services
Limitations,1,1,3,dental,
Office visits for observation (during regularly scheduled hours),1,1,2,dental,Class II – Basic Services
Limited occlusal adjustments,1,1,2,dental,Class II – Basic Services
Occlusal biteguards,1,1,2,dental,Class II – Basic Services
Osseous surgeries,1,1,2,dental,Class III – Major Services
Bone replacement grafts,1,1,2,dental,Class III – Major Services
Localized delivery of antimicrobial agents,1,1,2,dental,Class III – Major Services
Adjunctive G eneral Services,1,1,3,dental,Class II – Basic Services
Annual Benefit Maximum,1,1,3,dental,
Antimicrobial Agents,1,1,3,dental,
One eye exam every calendar year,1,1,2,vision,Frequency
One pair of lenses or contact lenses every calendar year,1,1,2,vision,Frequency
One pair of frames every calendar year,1,1,2,vision,Frequency
"If only one lens is needed, we pay half the amount we would pay for a pair.",1,1,2,vision,Lenses
Polycarbonate lenses for children through 18 years of age,1,1,2,vision,Lenses
Polycarbonate lenses,1,1,2,vision,Lenses
Ultraviolet protective coating,1,1,2,vision,Lenses
Anti reflective coating,1,1,2,vision,Lenses
Photochromatic glass lenses,1,1,2,vision,Lenses
Plastic photosensitive lenses (Transitions®),1,1,2,vision,Lenses
Polarized lenses,1,1,2,vision,Lenses
Intermediate vision lenses,1,1,2,vision,Lenses
Hi index lenses,1,1,2,vision,Lenses
Standard (one pair annually),1,1,2,vision,Contact Lenses
Monthly (six-month supply),1,1,2,vision,Contact Lenses
Bi-weekly (three-month supply),1,1,2,vision,Contact Lenses
Dailies (three-month supply),1,1,2,vision,Contact Lenses
Act of War,1,1,3,vision,Contact Lenses
Other Certificates,1,1,3,vision,
Non-pediatric Members,1,1,3,vision,
